host_id,title,description,address,lat,lng,bathroom_count,bed_count,bedroom_count,header_count_capacity,cleaning_fee,daily_price,lodging_tax_ratio,sale_ratio,service_fee,rating_star_score,review_count
602,주식회사 장문홍 한옥,Ipsum perferendis aspernatur nam labore. Nisi accusamus magni nesciunt.,경상북도 양양군 논현길 (병철김박면),37.1759,128.9889,2,2,4,4,4400,3415,10,4,800,2.94,336
273,김박허 모텔,Perspiciatis atque optio rerum enim eius. Perspiciatis iure fugit eaque quaerat. Dolor magnam neque alias a consequatur quod.,강원도 의정부시 테헤란길 (지영손권마을),36.6009,126.665,2,3,5,1,3800,181577,10,6,2700,1.47,138
716,김권 멘션,"Quo eveniet facilis dolore quisquam placeat quaerat.
Atque natus alias eveniet corrupti accusantium. Aspernatur iste inventore fuga.
Nostrum ducimus vero.",부산광역시 노원구 봉은사5가 (예원이리),37.65639,126.835,1,4,1,7,7400,408446,10,1,3400,3.58,154
368,(유) 김 민박,Totam architecto impedit ad atque enim. Ipsum dolorem eveniet porro. Tempora sed voluptatem quae in.,전라북도 하남시 석촌호수4가 (은서안면),36.82167,128.63083,1,1,2,10,2500,41642,10,3,4700,3.68,45
1208,안박박 아파트,Sunt corrupti aspernatur aut. Amet impedit labore adipisci voluptates. Aliquam natus corrupti nihil ut.,서울특별시 동대문구 언주로,36.20389,127.08472,3,1,3,4,7200,339464,10,6,1500,1.38,172
1507,(주) 박 모텔,Provident tenetur dolores cumque tenetur. Modi ullam voluptas nesciunt doloribus qui. Earum omnis odit dolorem deleniti excepturi.,충청북도 오산시 압구정길 (승민이읍),37.65639,126.835,3,4,5,4,7800,247108,10,10,1500,4.44,140
1023,주식회사 이김최 호텔,Nisi architecto dolorum quidem cupiditate. Dolorem iusto veniam. Minus officiis ratione nihil perspiciatis iusto ad.,충청북도 태백시 역삼거리,36.6009,126.665,3,1,1,9,9700,301787,10,10,4600,4.39,436
1002,우양 민박,Quia ad vel maiores. Mollitia repellat odit rerum explicabo aliquid. Tempore similique vitae illum modi eos sequi quam.,서울특별시 종로구 석촌호수로 (예원박박마을),37.65639,126.835,3,4,4,9,1300,378837,10,2,1200,3.67,391
119,김한손 아파트,Recusandae placeat doloribus possimus fugit. Tenetur eligendi architecto delectus. Doloribus sed atque dignissimos doloribus reprehenderit.,울산광역시 양천구 양재천7가 (성호백리),36.20389,127.08472,3,4,4,2,3600,124793,10,10,1400,3.48,394
205,(주) 김이김 민박,Id veniam quidem deserunt odio consectetur. Culpa ab temporibus repudiandae laborum aut magnam. Minus sapiente repellendus voluptatum repellendus doloribus.,전라남도 태안군 양재천2길,36.20389,127.08472,1,1,1,9,3400,24418,10,2,2100,1.14,204
1177,김고 도미토리,Alias nostrum minus at consequuntur sed nemo. Voluptatem dignissimos alias. Quas ab ipsam fugit quasi placeat dicta.,울산광역시 북구 영동대818거리 (주원이문동),36.82167,128.63083,3,3,1,3,5700,354618,10,1,3500,4.16,181
1441,주식회사 최 멘션,Quis libero deleniti quia voluptatibus non eius asperiores. Libero consectetur ea vitae id beatae.,울산광역시 송파구 석촌호수거리,37.1759,128.9889,3,4,2,9,4900,649419,10,6,2400,3.59,239
865,김고이 한옥,Officia dignissimos iste molestiae. Numquam autem praesentium eaque ut. Eveniet sunt recusandae est alias minus ipsam.,제주특별자치도 성남시 분당구 봉은사거리,37.65639,126.835,1,2,5,10,7400,86772,10,3,2300,1.35,56
1318,김이 민박,"Rerum maiores aut dignissimos aspernatur. Fuga distinctio distinctio exercitationem enim magnam quo.
Veniam veniam sequi quia natus repellendus ad. Omnis eaque a harum et modi praesentium quae.",경상남도 광명시 학동80거리 (상현윤면),37.65639,126.835,1,3,4,10,4700,172638,10,10,5000,4.69,246
727,(유) 김이김 민박,Laudantium natus voluptatibus labore eligendi impedit. Ipsa recusandae nulla voluptas officiis tempora. Consequuntur sit labore nulla repellat ullam eaque id.,세종특별자치시 도봉구 테헤란76거리,36.20389,127.08472,2,5,2,4,7900,312202,10,8,1500,4.02,365
1515,(유) 송 아파트,Alias ratione impedit consequatur aliquid accusantium. Veritatis eveniet laboriosam dolorem porro nostrum.,광주광역시 송파구 도산대로 (은서윤리),37.1759,128.9889,1,4,1,7,3100,412380,10,7,4900,4.84,12
987,김이 멘션,Labore temporibus non aut iure tenetur. Nam perspiciatis impedit neque tempore. Quo error aperiam.,대전광역시 동대문구 양재천길,36.20389,127.08472,3,3,1,3,5700,389017,10,9,2100,4.42,53
1956,김김 한옥,Nostrum quis iure repellat. Numquam quibusdam ab voluptas temporibus sed doloribus. Illum voluptatibus nostrum commodi adipisci perspiciatis. Vel ducimus tenetur iste voluptate error illum.,대전광역시 서구 서초대가,36.6009,126.665,3,2,1,8,5300,32597,10,9,1900,1.6,229
1040,유한회사 김이김 호텔,Maiores nobis aliquam. Itaque nesciunt amet id consequuntur ducimus vel. Repudiandae occaecati voluptatibus.,부산광역시 동작구 압구정길,37.65639,126.835,3,3,3,3,4500,166249,10,7,800,4.32,284
1121,(주) 박 한옥,Porro voluptas dolor deserunt optio sapiente ducimus. Dolores beatae dolores incidunt. Nam minus suscipit quis.,경기도 예산군 삼성길 (하은김리),34.8825,128.62667,3,1,5,1,6400,100530,10,8,3100,3.13,187
1157,김오 도미토리,Excepturi laborum voluptatem magnam vero aspernatur nihil voluptates. Atque perspiciatis quae rerum rem. Repellat ratione amet iste enim necessitatibus.,대구광역시 은평구 학동34거리 (선영박마을),36.6009,126.665,3,2,3,8,8900,38633,10,3,1600,3.61,230
616,장양 멘션,Doloremque et quisquam iusto provident. Ex laboriosam ex fugiat. Nemo inventore occaecati cupiditate modi veniam dolores. Perferendis doloremque nostrum minus odit vel cupiditate.,경상남도 제천시 도산대거리,36.82167,128.63083,2,2,4,8,7100,60613,10,5,2300,2.65,446
674,강김 도미토리,Quas incidunt consectetur nostrum rem. Repudiandae magnam dolores dolore quaerat ipsum.,대전광역시 성북구 선릉869로,36.82167,128.63083,2,2,4,10,4100,110523,10,5,3600,2.44,220
1568,(주) 박박김 게스트하우스,Quas beatae necessitatibus aliquam recusandae perspiciatis recusandae tempora. Itaque voluptatem eum ab eaque nostrum.,인천광역시 중구 반포대0가 (윤서남강읍),36.6009,126.665,1,3,3,6,3800,57344,10,3,2300,3.26,216
1649,(주) 황이박 민박,Ullam laudantium amet eius ratione odit rerum. Repellat ex quo tempora. Expedita saepe eum ipsum dolore sapiente.,서울특별시 종로구 백제고분899거리 (지원강김동),36.82167,128.63083,2,4,1,9,4100,202247,10,2,1200,1.26,435
1029,유한회사 고손김 민박,Dolorum molestiae a. Perspiciatis quidem labore modi at sapiente inventore perspiciatis. Id ratione est beatae earum esse aliquid.,경상북도 김포시 학동가,34.8825,128.62667,2,5,1,7,6400,21355,10,3,2900,4.37,237
232,박김박 도미토리,At dignissimos cumque. Consequatur sunt incidunt voluptas veritatis. Sunt aspernatur porro amet molestias repellendus ex iusto. Tenetur labore iusto quis quasi enim eos.,경기도 시흥시 서초대가,36.6009,126.665,2,3,3,1,1500,228070,10,5,1200,1.37,439
1833,(유) 안 호텔,Eius deleniti quod dicta eos neque dolores culpa. Esse sed quod voluptatum animi autem.,경기도 여주시 서초중앙가,37.1759,128.9889,3,2,2,8,8800,70663,10,7,3200,4.02,407
519,주식회사 진 민박,Laudantium inventore quibusdam qui. Expedita fugit impedit eius minima odio.,충청남도 보령시 학동470가,36.82167,128.63083,3,2,1,2,3300,227091,10,8,2200,1.85,258
1988,안유 한옥,Vero nulla quis soluta maxime possimus. Exercitationem autem enim. Distinctio laboriosam ipsam enim.,경상남도 금산군 테헤란로 (서윤이읍),36.20389,127.08472,2,2,3,1,6000,48517,10,6,3500,4.81,380
986,김김 도미토리,"Rerum ea facere libero quo.
Hic unde excepturi in. Illo saepe ratione tenetur ipsa veritatis. Eos itaque repellat illo. Atque culpa rem in enim.",부산광역시 서초구 역삼로 (정식김읍),37.1759,128.9889,3,5,1,5,8200,193393,10,1,5000,2.59,237
1525,박이 모텔,"Voluptatibus sint tenetur inventore. Doloribus veritatis illum repellat.
Vitae maiores quidem ut incidunt natus temporibus aliquid. Vel et in iste.",강원도 수원시 영통구 오금길,36.6009,126.665,3,5,5,10,8200,316755,10,2,3500,4.41,404
982,(유) 신 멘션,Accusantium maiores animi voluptatibus odio expedita dolorem ducimus. Cupiditate excepturi illum laborum cumque. Illo id laboriosam at necessitatibus doloribus.,전라북도 이천시 압구정가 (서현김김마을),37.1759,128.9889,2,3,4,1,5000,81719,10,9,3900,3.26,115
307,(주) 최이이 한옥,Quisquam cum ducimus numquam. Cumque eveniet ullam beatae reprehenderit corporis odio. Fugiat impedit at nulla adipisci. Fugiat eligendi occaecati similique vero non.,충청남도 포천시 도산대59거리 (우진박강면),36.6009,126.665,2,1,2,5,3400,288240,10,8,1400,3.86,202
833,서박안 모텔,Mollitia consequuntur est quos neque eaque. Mollitia minima odit ratione animi veniam. Labore consectetur distinctio harum maiores.,강원도 포천시 도산대4거리,37.1759,128.9889,3,4,1,3,9700,25824,10,9,1100,3.01,299
346,(유) 장 호텔,Deleniti repellendus nemo expedita exercitationem. Hic vero sapiente alias maxime velit.,광주광역시 용산구 오금59로,37.1759,128.9889,3,3,1,6,4900,234741,10,3,3200,3.73,14
153,문한김 모텔,Quis optio excepturi ipsum excepturi nostrum explicabo pariatur. Ea tempore voluptas accusantium aspernatur illum atque delectus. Blanditiis nulla deserunt voluptate.,강원도 예산군 압구정93로 (미정문류읍),37.65639,126.835,3,2,5,4,1700,60558,10,5,2400,1.6,18
341,이강 게스트하우스,Unde non aut adipisci itaque voluptatibus. Aperiam expedita fugiat repellendus id placeat. Ea impedit aut quisquam eius quo fugit.,부산광역시 관악구 강남대거리,34.8825,128.62667,1,1,2,8,1500,156609,10,6,1200,1.6,189
1114,엄김김 도미토리,Magni quidem quos expedita quo est quaerat cum. Perspiciatis omnis neque veritatis necessitatibus quae repudiandae. Explicabo qui ducimus laudantium reiciendis quibusdam aperiam.,서울특별시 관악구 도산대가 (민재이류동),37.65639,126.835,3,1,5,9,2300,34920,10,8,2900,3.9,133
408,나이 도미토리,Nemo exercitationem tenetur eius fugit. Tempora error sed laborum maxime.,세종특별자치시 중랑구 반포대길,34.8825,128.62667,2,3,5,7,5200,138240,10,3,1900,3.95,382
39,(주) 이김서 모텔,"Architecto cum consectetur cumque voluptatem harum fuga.
Officia consequuntur sint libero. Accusantium repellat neque minus vel voluptate.",경상북도 연천군 백제고분로,37.1759,128.9889,2,1,1,1,7600,99433,10,9,4800,3.85,327
112,황한김 멘션,"Distinctio voluptates placeat esse quia. Vel facilis eligendi.
Quam nam enim. Ipsum accusamus quisquam eum iusto atque.",충청남도 평택시 학동가,36.6009,126.665,3,5,1,9,9200,240776,10,6,1300,4.99,492
1919,홍김장 호텔,"Nisi illo sint soluta odit sapiente ducimus est. Dolores quod aperiam aspernatur corrupti rerum.
Quaerat laudantium est aperiam maxime. Numquam dolor quis doloremque.",세종특별자치시 중구 강남대06길 (현숙김마을),36.82167,128.63083,3,2,2,3,6900,509634,10,7,3400,3.05,205
1889,배허장 호텔,"Distinctio doloremque delectus quaerat accusantium distinctio. Voluptatibus illum quis autem.
Ea fuga et eos consequatur eligendi nobis. Accusamus tempora beatae.",전라남도 계룡시 석촌호수거리,37.1759,128.9889,1,5,5,2,2800,475389,10,4,2400,2.48,76
558,이박심 민박,Provident vero architecto magnam. Enim consectetur cumque facere cumque provident voluptates itaque. Rerum sed quasi ipsum.,세종특별자치시 동대문구 양재천가 (현지진리),34.8825,128.62667,1,3,5,1,9400,266784,10,4,3300,3.05,176
45,박황 아파트,"Sint facere nemo tenetur eos sequi porro. Sed veniam commodi earum iure. Libero autem eum eaque accusantium.
Itaque rem recusandae blanditiis fugiat ipsam. Harum officia pariatur quia.",대구광역시 종로구 잠실7가,36.6009,126.665,2,2,2,4,1100,38358,10,7,4800,2.92,195
1016,백손류 한옥,"Ab veniam ad ratione voluptatem. Aperiam impedit id rem molestiae. Temporibus in sint.
Nulla libero velit vero.",세종특별자치시 송파구 압구정78길 (성민장마을),36.20389,127.08472,3,2,5,9,3800,309937,10,8,4700,3.44,246
1493,유한회사 류 게스트하우스,Facilis aspernatur accusamus accusamus atque asperiores. Repellat necessitatibus praesentium iure.,전라북도 양구군 양재천가,36.6009,126.665,2,2,1,2,3700,189182,10,4,4100,4.16,152
1406,박한임 한옥,In modi corporis consectetur fugit expedita magnam. Voluptatem ipsa odio vitae doloribus nisi voluptatum.,충청북도 천안시 서북구 양재천로 (정호서면),37.65639,126.835,2,1,2,6,8500,204278,10,10,500,2.46,289
945,우이 모텔,"Nulla enim nobis ipsum exercitationem voluptatum.
Voluptate repellat facere ut molestiae accusamus doloribus. Culpa aspernatur commodi repudiandae excepturi maxime nemo.",제주특별자치도 영동군 압구정로 (서준류읍),37.65639,126.835,1,1,4,2,8300,120399,10,6,2600,2.24,22
1740,(주) 박나박 아파트,"Mollitia incidunt officia autem illum ullam.
Animi odio at omnis. Dolores eligendi repellendus ad consectetur molestias praesentium iusto. Quae maxime ut voluptatem.",충청남도 안성시 오금로 (영자한읍),34.8825,128.62667,2,4,4,9,8200,190165,10,7,2400,2.14,371
604,(주) 이강김 한옥,Error illo accusantium sunt. Ex nesciunt tenetur. Adipisci velit amet.,충청남도 안산시 가락가,37.65639,126.835,2,1,5,4,4000,276189,10,4,2100,3.42,373
17,주식회사 권김윤 한옥,"Soluta esse minima incidunt officiis. Consectetur dolorum sint repudiandae omnis quos. Ipsum perferendis commodi dolor laborum.
Nihil id maiores facilis amet minima voluptatum.",서울특별시 강동구 양재천길,36.20389,127.08472,3,1,3,10,1200,323838,10,6,3000,2.56,464
1358,(유) 김 도미토리,"Reiciendis cum error velit odit eos eveniet.
Tempora vero rem odio dolores culpa quas iusto. Modi quaerat eveniet corrupti quod unde quaerat.",제주특별자치도 청주시 흥덕구 석촌호수200거리 (아름최동),36.20389,127.08472,1,4,5,6,5600,550146,10,4,3500,1.96,35
1466,(유) 주임박 아파트,Quasi voluptate amet consequatur sed. Autem sunt quam. Aliquid cumque facilis soluta.,경상북도 옥천군 영동대9로,36.82167,128.63083,2,2,3,7,7100,338212,10,8,2000,2.17,313
1767,유한회사 박 민박,Adipisci minima autem sint atque aperiam consequatur reprehenderit.,충청북도 청주시 상당구 양재천6가 (상호박면),36.20389,127.08472,2,1,4,7,3800,37686,10,4,3000,2.3,11
194,(주) 구김이 멘션,Tenetur sed esse quaerat veritatis delectus. Culpa maxime ipsa sit. Maiores laudantium quibusdam nesciunt.,충청남도 고양시 일산동구 언주736길 (옥순한리),36.20389,127.08472,2,2,3,3,2600,106412,10,4,3500,1.53,388
1032,김오 민박,"Libero harum aut reprehenderit occaecati quos eveniet. Placeat natus alias odit neque recusandae corporis.
Fugiat blanditiis voluptatum suscipit.",제주특별자치도 동해시 가락3거리 (상철이고동),37.1759,128.9889,1,2,1,8,9500,649271,10,3,4200,3.76,178
710,(유) 이이강 호텔,"Deleniti laudantium maxime iusto placeat neque. Aliquid nemo odio labore perspiciatis commodi.
Laboriosam deleniti distinctio distinctio. Animi delectus architecto necessitatibus.",세종특별자치시 중구 개포거리 (옥순엄동),34.8825,128.62667,2,1,3,7,4300,411523,10,7,4500,3.74,185
1009,(유) 장이이 모텔,Et qui deserunt eos id esse dolor. Beatae minus perspiciatis alias adipisci nihil harum fugit.,충청남도 연천군 압구정203로,36.82167,128.63083,3,4,4,7,3300,390727,10,2,900,1.33,303
1857,김장 모텔,Consequuntur iste quibusdam architecto tenetur doloremque. Perferendis ratione adipisci explicabo deleniti aspernatur qui odio.,서울특별시 성동구 반포대27거리,37.1759,128.9889,1,4,5,1,9700,449803,10,10,4100,2.84,314
1288,(유) 박조김 모텔,Veritatis magnam tenetur possimus quidem est. Beatae velit at voluptate consequatur unde. Repellendus velit odit repellendus odit saepe.,경상북도 용인시 처인구 학동가,37.1759,128.9889,3,4,2,4,5300,295115,10,7,800,2.67,261
1452,(주) 엄김안 아파트,Repellat nulla amet beatae voluptates. Itaque est quia excepturi.,경상북도 옥천군 압구정거리 (상현최읍),37.65639,126.835,2,3,5,2,3800,159198,10,1,2200,3.13,67
1889,최손최 민박,Laboriosam facere aperiam nulla sapiente ratione vitae adipisci. Soluta natus eaque repudiandae enim in.,경기도 화천군 도산대59로,36.20389,127.08472,1,3,1,10,2800,415459,10,4,3000,1.5,121
605,박이 도미토리,Labore eaque soluta sequi sit. Esse alias aut possimus blanditiis neque.,인천광역시 강남구 양재천04가,36.82167,128.63083,1,2,1,9,9700,209819,10,8,3400,1.03,192
1521,(유) 주이허 게스트하우스,"Minus magni mollitia nihil. Nihil expedita cumque.
Omnis repellat molestiae saepe impedit sint amet. Sapiente eum eius suscipit.",서울특별시 강서구 학동4가 (주원송이마을),37.1759,128.9889,1,2,5,7,1900,408732,10,5,3500,2.17,320
1086,(주) 김김김 아파트,Repudiandae ullam doloremque nam odit nobis iusto quaerat. Quam voluptas eos tenetur rem dolorem. In animi sint fugit.,부산광역시 양천구 서초대길,36.20389,127.08472,1,5,1,8,1600,145152,10,7,3400,2.29,354
951,(유) 이 도미토리,Ut modi ad expedita sint adipisci illo. Consequuntur amet vel exercitationem. Blanditiis modi asperiores eaque repellat. Repellat unde nobis autem iure aperiam illo voluptatum.,강원도 여주시 양재천로 (건우박동),36.82167,128.63083,3,1,2,10,9800,204533,10,9,700,1.33,377
704,주식회사 최 아파트,Quam omnis eligendi explicabo occaecati. Saepe cumque laborum necessitatibus qui natus. Mollitia cumque maiores dolorum unde excepturi.,서울특별시 은평구 양재천08로,37.1759,128.9889,3,4,1,2,9000,185123,10,8,3400,1.87,183
76,김김 모텔,Ab dolorem facilis eos voluptatem. Saepe numquam iure eligendi laudantium. Aperiam alias perferendis perspiciatis itaque repellat ad maiores.,대전광역시 동작구 학동66로 (지현김마을),37.1759,128.9889,2,4,4,5,3300,63187,10,10,3000,1.5,390
1136,한양장 한옥,"Minus recusandae aut neque.
Ex autem animi eos minima mollitia. Quas aliquid illo vitae.",울산광역시 금천구 석촌호수가 (성훈김리),36.6009,126.665,3,3,5,2,3200,50509,10,4,3900,1.95,241
769,유한회사 류백이 호텔,"Ad adipisci doloremque blanditiis cum doloribus quo. Assumenda expedita fugiat nulla impedit sapiente quia commodi.
Itaque repellat id eius consequuntur. Perferendis libero in cum dolore vel dolores.",광주광역시 중구 잠실거리 (진호박백리),37.1759,128.9889,3,4,1,6,5800,143621,10,5,600,1.62,177
1226,김이 모텔,"Eius voluptate ut officia at. Sapiente veritatis earum.
Qui atque molestiae similique reiciendis libero id. Optio sit eius accusamus ipsam earum vel occaecati.",대전광역시 송파구 반포대9거리,36.82167,128.63083,1,3,5,5,5000,33470,10,8,3400,2.39,49
668,류김이 게스트하우스,Temporibus fugiat nemo placeat. Corrupti quaerat iusto libero repellendus tempore dolorem. Nam alias odio perferendis quo. Assumenda temporibus quo veritatis asperiores saepe beatae fugiat.,경상북도 동두천시 석촌호수가 (정숙김이동),37.65639,126.835,3,3,1,8,8300,593462,10,6,4300,4.85,358
352,(주) 강 게스트하우스,A minus quod cupiditate ex harum perferendis. Beatae vitae maiores. Veniam minima enim minus assumenda ipsum modi.,세종특별자치시 종로구 삼성71길,37.1759,128.9889,2,2,4,1,6200,254564,10,8,600,2.86,119
1770,주식회사 김 한옥,"Quibusdam maxime eveniet quisquam rerum. Quos placeat asperiores officia.
Illum exercitationem vel ea nam enim. Mollitia culpa libero repellat eveniet sequi.",전라북도 김포시 테헤란로 (춘자최동),37.1759,128.9889,3,2,2,2,9500,548833,10,8,2800,3.5,99
1229,류김이 아파트,"Quos ipsam nobis labore. Amet tempore id nemo totam quia. Dignissimos doloribus facilis possimus modi.
Fugiat aspernatur occaecati natus tempora quam. Eos soluta dolorem vitae quasi.",충청남도 용인시 처인구 백제고분5로 (은서권전읍),37.65639,126.835,2,4,5,7,4100,45932,10,6,4900,2.46,335
78,김김안 멘션,Recusandae tempora assumenda explicabo ab. Temporibus harum repudiandae repellendus.,충청북도 포천시 도산대65거리,36.82167,128.63083,3,2,4,4,1200,167000,10,6,3100,3.89,345
1010,주식회사 한 호텔,Atque consectetur magni impedit quae. Laudantium error dolorum illum.,대전광역시 광진구 언주로,36.82167,128.63083,1,5,1,6,7900,248010,10,1,2400,2.63,403
368,(주) 이이박 게스트하우스,Fugiat nostrum facere explicabo. Aliquam magnam velit voluptatem. Commodi molestiae ducimus natus minima harum tempora expedita.,충청북도 당진시 서초대766가,36.82167,128.63083,1,1,4,9,5200,26397,10,4,4400,1.07,47
154,(주) 권 아파트,"Amet eius voluptate sed minima eligendi est nam.
Ipsa minus ad tenetur inventore. Incidunt quisquam ab reprehenderit voluptatum voluptate. Cum fuga sint est alias minima.",충청남도 연천군 서초중앙93길 (현준김한동),36.82167,128.63083,1,2,3,9,9600,46395,10,9,1100,4.53,37
823,유한회사 최 모텔,"Doloribus vero porro. Cumque dolore esse aliquid neque ipsa.
Aliquam id adipisci esse. In excepturi assumenda sequi voluptatem.
Fuga nulla dolorum eos quasi placeat.",전라남도 용인시 처인구 삼성로,36.20389,127.08472,1,5,5,3,3000,71109,10,8,1500,4.35,175
968,박이 멘션,Officia ea aliquid. Laudantium excepturi ab dolorum rerum impedit unde.,강원도 천안시 서북구 영동대가 (은서임이동),36.82167,128.63083,3,5,5,4,9700,53424,10,10,500,1.96,346
828,오이김 도미토리,Cupiditate perspiciatis ea blanditiis rerum commodi voluptatem. Aperiam sequi consequatur quod amet quas nesciunt. Officia repellendus asperiores nisi doloribus et nam.,대구광역시 서대문구 도산대895로 (아름김면),36.20389,127.08472,1,1,1,10,9200,471714,10,8,1600,4.66,428
1839,박김 멘션,"Doloribus culpa incidunt explicabo cumque nisi tempore. Expedita eos dolore minima aspernatur tempora.
Aperiam numquam vero quisquam ducimus nihil. Laboriosam earum minima eveniet quasi.",제주특별자치도 성남시 분당구 테헤란길 (미경장마을),36.82167,128.63083,3,4,4,5,5000,317726,10,7,3500,4.74,382
850,(주) 송최이 한옥,Enim expedita vitae maxime quos ea. Nobis nisi soluta voluptatem repudiandae.,울산광역시 강북구 반포대601길,36.82167,128.63083,3,5,3,10,2200,169997,10,3,2200,3.03,236
142,진김 도미토리,Laboriosam asperiores repellendus consectetur pariatur. Vel blanditiis ipsum repudiandae odit minima esse. Animi laboriosam illum rerum sapiente deserunt aut. Sed dolorum maiores doloribus atque.,전라남도 고양시 덕양구 삼성길,34.8825,128.62667,1,1,3,10,6300,270827,10,8,3300,1.51,26
849,(주) 이이최 모텔,Iure reiciendis sed itaque nemo tempore iure minus. Eligendi qui nemo. Repellat eos veniam eius sit praesentium.,경상남도 부여군 언주4거리 (주원김이동),36.20389,127.08472,2,2,3,6,2700,69688,10,9,5000,3.38,246
435,유한회사 이이김 도미토리,Laborum nam voluptatibus assumenda odio vel aliquid corporis. In corporis quidem nam a ea.,울산광역시 구로구 백제고분2가 (성현강리),36.82167,128.63083,1,3,1,5,8500,39833,10,7,1800,4.85,421
1671,(주) 이 한옥,Consectetur repellendus amet fuga. Accusamus amet quod iste dolores at. Vitae reiciendis perferendis unde similique.,대구광역시 관악구 오금거리 (혜진정읍),36.6009,126.665,1,3,2,9,6700,34580,10,7,1600,1.41,181
1493,김김 모텔,Voluptatum eveniet tempora deserunt ipsam necessitatibus commodi. Aliquid numquam expedita suscipit ipsa hic accusantium.,서울특별시 성동구 삼성571로 (성훈김이읍),37.65639,126.835,1,1,4,10,2900,13284,10,3,5000,2.11,185
612,박허 민박,Autem enim temporibus nihil hic eum quia. Voluptas natus aut.,인천광역시 북구 반포대가 (영환박윤마을),37.1759,128.9889,1,4,1,6,4000,214375,10,8,3600,1.47,333
34,오김황 호텔,Modi illo recusandae dolorum. Consequuntur cumque iste eveniet natus a in minus.,전라남도 청주시 흥덕구 백제고분길,36.6009,126.665,3,5,4,1,3700,462904,10,9,1100,3.3,488
1760,김성최 게스트하우스,Vitae voluptatibus cupiditate laborum. Nihil numquam vero recusandae aperiam consequatur nulla. Architecto repellat a voluptates fugiat. Repellendus quidem at.,부산광역시 서초구 삼성거리 (영자김면),36.6009,126.665,2,1,3,2,4500,321493,10,7,1600,4.66,247
810,주식회사 전 민박,"Nulla minus optio ipsam eligendi illum eveniet natus. Quia itaque unde quasi error. Perferendis laborum expedita rem.
Voluptatum alias odit alias tempore. Minima ad optio unde consequatur.",전라남도 보령시 석촌호수14가,36.20389,127.08472,3,3,2,2,3200,293653,10,5,3700,3.08,353
145,김고김 아파트,"Culpa quam ratione qui error. Illum amet nostrum voluptates consectetur. Dolorum minus accusantium mollitia quidem quisquam.
Repudiandae dolor laudantium officia accusamus quidem neque doloribus.",강원도 용인시 처인구 선릉길,34.8825,128.62667,2,3,2,10,7600,421843,10,10,2100,3.62,286
1828,허김박 멘션,"Ducimus fuga nostrum qui aperiam quas. Harum occaecati mollitia hic repellat nobis. Sequi tenetur repudiandae odit.
Perferendis nemo soluta ea. Nisi eligendi ducimus quidem itaque dolorem.",인천광역시 마포구 언주6길 (현준김마을),36.20389,127.08472,2,1,3,6,3500,508615,10,1,3500,3.15,439
644,정김 한옥,"Ex unde officiis. Numquam dolore natus optio quod laboriosam blanditiis. Temporibus dicta ea aliquid ad ipsum nisi.
Quod similique maxime delectus nam minima. Distinctio rem explicabo.",충청남도 부천시 오정구 강남대로 (영수김안면),36.6009,126.665,2,2,5,6,8200,356428,10,10,3100,2.22,162
63,박이김 호텔,Mollitia iure eligendi perferendis nihil maxime. Blanditiis recusandae tenetur consectetur minima.,경상북도 철원군 영동대72길 (미영구윤리),36.20389,127.08472,1,3,3,9,8900,321365,10,4,4300,1.81,149
368,(주) 최 민박,"Tempore quaerat maxime fugit sit.
In quisquam assumenda beatae illo. Sint impedit adipisci blanditiis exercitationem nemo. Pariatur blanditiis ullam esse illum.",경상북도 성남시 수정구 양재천1거리,36.20389,127.08472,3,2,4,8,8300,85655,10,8,2800,4.39,278
416,주식회사 김강김 아파트,Inventore excepturi rem porro eos alias itaque. Expedita ullam ea voluptas ullam dolorem autem. Magni nostrum ullam quo illo laborum.,대구광역시 은평구 역삼가,37.1759,128.9889,1,1,4,7,8100,189638,10,8,4700,3.51,144
563,성장 아파트,Enim minus veritatis aspernatur quae et. Dicta eveniet molestias minima molestiae.,대전광역시 노원구 잠실2로 (미경김김마을),37.65639,126.835,3,5,5,10,8400,670497,10,4,2300,2.04,123
366,유한회사 김 한옥,Ipsum rem voluptates nisi rem saepe odio. Quaerat incidunt impedit commodi tempora ut.,제주특별자치도 천안시 동남구 테헤란1거리 (순옥서마을),36.82167,128.63083,3,1,4,2,4800,3258,10,3,4300,1.78,398
1896,서이 도미토리,Perferendis totam blanditiis reiciendis voluptatibus. Tempore vero fuga aspernatur cumque quidem. Ipsa dolorem expedita pariatur facilis expedita placeat.,부산광역시 성동구 잠실거리 (보람배김읍),37.65639,126.835,1,2,3,6,9300,151337,10,8,800,3.89,392
613,김김 멘션,Non illo accusantium dolore aliquam ipsam. Tenetur laudantium iure dolor eveniet. Minus autem mollitia dolores sint voluptate consectetur.,인천광역시 금천구 도산대거리 (정웅허마을),37.65639,126.835,1,2,5,9,4400,337443,10,2,3800,1.92,467
235,김강 아파트,Officiis dolor minus similique ad cumque iusto ex. Sunt exercitationem neque. Perspiciatis voluptas pariatur id quo.,세종특별자치시 강북구 잠실길,36.20389,127.08472,3,1,1,2,6500,425564,10,3,4900,3.0,265
1583,심최이 민박,Cum consequatur rerum vero. Nostrum quam sequi nihil. Perspiciatis recusandae accusamus dolorum eaque dolor.,경상남도 안양시 반포대61가 (준영김이면),37.65639,126.835,1,1,2,10,9600,384459,10,4,4500,3.71,424
